,Date,Symbol,Time,Open,High,Low,Close,Volume,Datetime
24,12/23/2020,FISV,12:30 PM,110.68,110.95,110.46,110.6,136323,12/23/2020:12:30 PM
25,12/23/2020,FISV,1:30 PM,110.61,110.95,110.58,110.945,225684,12/23/2020:1:30 PM
26,12/23/2020,FISV,2:30 PM,110.93,111.2,110.8975,111.03,125651,12/23/2020:2:30 PM
27,12/23/2020,FISV,3:30 PM,111.03,111.17,110.86,110.91,239649,12/23/2020:3:30 PM
28,12/23/2020,FISV,4:00 PM,110.92,111.1,110.62,110.64,265431,12/23/2020:4:00 PM
29,12/24/2020,FISV,10:30 AM,111.08,111.79,110.89,111.605,338904,12/24/2020:10:30 AM
30,12/24/2020,FISV,11:30 AM,111.615,112.34,111.57,111.88,309193,12/24/2020:11:30 AM
31,12/24/2020,FISV,12:30 PM,111.91,112.74,111.84,112.685,257944,12/24/2020:12:30 PM
32,12/24/2020,FISV,1:30 PM,112.71,112.7204,112.27,112.63,395141,12/24/2020:1:30 PM
33,12/28/2020,FISV,10:30 AM,113.34,113.41,111.78,113.25,368255,12/28/2020:10:30 AM
34,12/28/2020,FISV,11:30 AM,113.27,113.44,112.915,113.06,206584,12/28/2020:11:30 AM
35,12/28/2020,FISV,12:30 PM,113.09,113.09,112.46,112.55,245667,12/28/2020:12:30 PM
36,12/28/2020,FISV,1:30 PM,112.54,112.84,112.54,112.815,133900,12/28/2020:1:30 PM
37,12/28/2020,FISV,2:30 PM,112.825,113.15,112.825,112.93,193030,12/28/2020:2:30 PM
38,12/28/2020,FISV,3:30 PM,112.95,113.105,112.72,112.72,196063,12/28/2020:3:30 PM
39,12/28/2020,FISV,4:00 PM,112.72,112.75,112.53,112.64,278252,12/28/2020:4:00 PM
40,12/29/2020,FISV,10:30 AM,113.48,113.95,112.83,112.94,368056,12/29/2020:10:30 AM
41,12/29/2020,FISV,11:30 AM,112.94,113.02,112.43,112.62,163300,12/29/2020:11:30 AM
42,12/29/2020,FISV,12:30 PM,112.62,112.83,112.17,112.37,140880,12/29/2020:12:30 PM
43,12/29/2020,FISV,1:30 PM,112.37,112.37,111.9,112.14,187209,12/29/2020:1:30 PM
44,12/29/2020,FISV,2:30 PM,112.15,112.15,111.75,111.88,217593,12/29/2020:2:30 PM
45,12/29/2020,FISV,3:30 PM,111.875,112.08,111.855,112.025,210430,12/29/2020:3:30 PM
46,12/29/2020,FISV,4:00 PM,112.04,112.13,111.69,111.9,435731,12/29/2020:4:00 PM
47,12/30/2020,FISV,10:30 AM,112.71,113.05,112.49,112.85,361590,12/30/2020:10:30 AM
48,12/30/2020,FISV,11:30 AM,112.88,113.315,112.62,113.15,206378,12/30/2020:11:30 AM
49,12/30/2020,FISV,12:30 PM,113.08,113.4,112.88,113.2,186162,12/30/2020:12:30 PM
50,12/30/2020,FISV,1:30 PM,113.17,113.6,112.97,113.05,126644,12/30/2020:1:30 PM
51,12/30/2020,FISV,2:30 PM,113.08,113.33,112.82,112.845,204671,12/30/2020:2:30 PM
52,12/30/2020,FISV,3:30 PM,112.8424,113.08,112.605,113.065,175422,12/30/2020:3:30 PM
53,12/30/2020,FISV,4:00 PM,113.06,113.32,112.85,112.87,276498,12/30/2020:4:00 PM
54,12/31/2020,FISV,10:30 AM,112.56,113.28,112.32,112.86,152392,12/31/2020:10:30 AM
55,12/31/2020,FISV,11:30 AM,112.88,113.15,112.68,112.75,138759,12/31/2020:11:30 AM
56,12/31/2020,FISV,12:30 PM,112.78,112.89,112.38,112.73,100373,12/31/2020:12:30 PM
57,12/31/2020,FISV,1:30 PM,112.73,113.06,112.73,112.97,84492,12/31/2020:1:30 PM
58,12/31/2020,FISV,2:30 PM,112.99,113.34,112.83,113.32,99543,12/31/2020:2:30 PM
59,12/31/2020,FISV,3:30 PM,113.34,113.69,113.18,113.6,163323,12/31/2020:3:30 PM
60,12/31/2020,FISV,4:00 PM,113.61,113.96,113.52,113.87,211323,12/31/2020:4:00 PM
61,1/4/2021,FISV,10:30 AM,113.75,114.0,111.59,111.79,378447,1/4/2021:10:30 AM
62,1/4/2021,FISV,11:30 AM,111.78,111.81,109.97,110.7039,386753,1/4/2021:11:30 AM
63,1/4/2021,FISV,12:30 PM,110.67,110.67,109.65,110.16,263622,1/4/2021:12:30 PM
64,1/4/2021,FISV,1:30 PM,110.13,111.19,109.57,110.995,350053,1/4/2021:1:30 PM
65,1/4/2021,FISV,2:30 PM,110.98,111.4,110.84,111.06,212526,1/4/2021:2:30 PM
66,1/4/2021,FISV,3:30 PM,111.04,111.77,110.62,111.76,511798,1/4/2021:3:30 PM
67,1/4/2021,FISV,4:00 PM,111.76,112.63,111.5895,111.94,546941,1/4/2021:4:00 PM
68,1/5/2021,FISV,10:30 AM,113.31,114.11,112.6,112.69,630478,1/5/2021:10:30 AM
69,1/5/2021,FISV,11:30 AM,112.69,112.94,112.04,112.8456,392076,1/5/2021:11:30 AM
70,1/5/2021,FISV,12:30 PM,112.83,112.98,112.3,112.4,202524,1/5/2021:12:30 PM
71,1/5/2021,FISV,1:30 PM,112.39,112.57,112.17,112.315,117347,1/5/2021:1:30 PM
72,1/5/2021,FISV,2:30 PM,112.34,113.04,112.32,112.99,223761,1/5/2021:2:30 PM
73,1/5/2021,FISV,3:30 PM,112.99,113.07,112.51,112.54,237573,1/5/2021:3:30 PM
74,1/5/2021,FISV,4:00 PM,112.53,112.88,112.305,112.35,323156,1/5/2021:4:00 PM
75,1/6/2021,FISV,10:30 AM,111.9,114.42,111.5304,113.85,430922,1/6/2021:10:30 AM
76,1/6/2021,FISV,11:30 AM,113.9,115.08,113.86,114.8,321898,1/6/2021:11:30 AM
77,1/6/2021,FISV,12:30 PM,114.82,115.56,114.5,115.185,198095,1/6/2021:12:30 PM
78,1/6/2021,FISV,1:30 PM,115.2133,115.99,115.2133,115.32,255721,1/6/2021:1:30 PM
79,1/6/2021,FISV,2:30 PM,115.3666,115.61,114.73,114.883,147770,1/6/2021:2:30 PM
80,1/6/2021,FISV,3:30 PM,114.82,115.19,113.955,114.525,225597,1/6/2021:3:30 PM
81,1/6/2021,FISV,4:00 PM,114.52,114.59,114.02,114.18,335918,1/6/2021:4:00 PM
82,1/7/2021,FISV,10:30 AM,114.98,115.55,114.45,115.4643,375067,1/7/2021:10:30 AM
83,1/7/2021,FISV,11:30 AM,115.475,115.599,115.16,115.285,163878,1/7/2021:11:30 AM
84,1/7/2021,FISV,12:30 PM,115.31,115.375,114.51,114.56,332009,1/7/2021:12:30 PM
85,1/7/2021,FISV,1:30 PM,114.58,114.76,114.0,114.195,270898,1/7/2021:1:30 PM
86,1/7/2021,FISV,2:30 PM,114.23,114.91,114.23,114.539,190181,1/7/2021:2:30 PM
87,1/7/2021,FISV,3:30 PM,114.52,114.86,114.25,114.26,323030,1/7/2021:3:30 PM
88,1/7/2021,FISV,4:00 PM,114.26,114.63,114.17,114.44,459368,1/7/2021:4:00 PM
89,1/8/2021,FISV,10:30 AM,114.48,116.68,114.48,115.305,580368,1/8/2021:10:30 AM
90,1/8/2021,FISV,11:30 AM,115.305,115.81,115.07,115.81,367177,1/8/2021:11:30 AM
91,1/8/2021,FISV,12:30 PM,115.8,117.25,115.67,116.94,377064,1/8/2021:12:30 PM
92,1/8/2021,FISV,1:30 PM,116.935,117.27,116.5,116.78,313515,1/8/2021:1:30 PM
93,1/8/2021,FISV,2:30 PM,116.77,116.84,116.03,116.48,333513,1/8/2021:2:30 PM
94,1/8/2021,FISV,3:30 PM,116.52,116.89,116.3,116.585,228304,1/8/2021:3:30 PM
95,1/8/2021,FISV,4:00 PM,116.6,116.87,116.52,116.79,410436,1/8/2021:4:00 PM
96,1/11/2021,FISV,10:30 AM,116.25,117.1,115.655,116.01,235995,1/11/2021:10:30 AM
97,1/11/2021,FISV,11:30 AM,116.0288,116.39,115.49,115.82,144717,1/11/2021:11:30 AM
98,1/11/2021,FISV,12:30 PM,115.815,116.0,115.555,115.82,126662,1/11/2021:12:30 PM
99,1/11/2021,FISV,1:30 PM,115.86,116.04,115.47,115.5799,106158,1/11/2021:1:30 PM
100,1/11/2021,FISV,2:30 PM,115.56,115.59,114.55,114.735,149782,1/11/2021:2:30 PM
101,1/11/2021,FISV,3:30 PM,114.695,115.0,114.325,114.35,210872,1/11/2021:3:30 PM
102,1/11/2021,FISV,4:00 PM,114.31,115.5,114.3,115.06,588768,1/11/2021:4:00 PM
103,1/12/2021,FISV,10:30 AM,114.04,115.44,112.1,112.78,674782,1/12/2021:10:30 AM
104,1/12/2021,FISV,11:30 AM,112.785,112.825,111.67,112.235,515219,1/12/2021:11:30 AM
105,1/12/2021,FISV,12:30 PM,112.24,112.285,110.01,110.12,1227896,1/12/2021:12:30 PM
106,1/12/2021,FISV,1:30 PM,110.11,112.36,109.52,112.36,1210382,1/12/2021:1:30 PM
107,1/12/2021,FISV,2:30 PM,112.37,112.38,111.84,111.89,187658,1/12/2021:2:30 PM
108,1/12/2021,FISV,3:30 PM,111.9,112.07,111.175,111.18,295808,1/12/2021:3:30 PM
109,1/12/2021,FISV,4:00 PM,111.18,111.34,110.88,111.2,597140,1/12/2021:4:00 PM
110,1/13/2021,FISV,10:30 AM,112.0245,112.33,109.7,109.72,622462,1/13/2021:10:30 AM
111,1/13/2021,FISV,11:30 AM,109.74,109.98,109.18,109.54,749971,1/13/2021:11:30 AM
112,1/13/2021,FISV,12:30 PM,109.56,110.24,109.48,109.77,534398,1/13/2021:12:30 PM
113,1/13/2021,FISV,1:30 PM,109.77,110.74,109.49,110.32,1244268,1/13/2021:1:30 PM
114,1/13/2021,FISV,2:30 PM,110.31,110.91,110.08,110.79,465057,1/13/2021:2:30 PM
115,1/13/2021,FISV,3:30 PM,110.81,111.01,110.18,110.33,667134,1/13/2021:3:30 PM
116,1/13/2021,FISV,4:00 PM,110.3243,110.43,110.12,110.23,435677,1/13/2021:4:00 PM
117,1/14/2021,FISV,10:30 AM,110.83,111.01,109.59,109.8,642765,1/14/2021:10:30 AM
118,1/14/2021,FISV,11:30 AM,109.784,109.87,109.37,109.585,317920,1/14/2021:11:30 AM
119,1/14/2021,FISV,12:30 PM,109.585,109.61,108.84,109.58,353742,1/14/2021:12:30 PM
120,1/14/2021,FISV,1:30 PM,109.62,109.66,108.89,108.94,626579,1/14/2021:1:30 PM
121,1/14/2021,FISV,2:30 PM,108.95,109.25,108.23,108.35,349605,1/14/2021:2:30 PM
122,1/14/2021,FISV,3:30 PM,108.34,108.72,108.04,108.63,489087,1/14/2021:3:30 PM
123,1/14/2021,FISV,4:00 PM,108.63,108.79,107.87,107.98,775321,1/14/2021:4:00 PM
124,1/15/2021,FISV,10:30 AM,106.555,107.63,106.17,106.64,1544477,1/15/2021:10:30 AM
125,1/15/2021,FISV,11:30 AM,106.605,107.6,106.5,107.49,529082,1/15/2021:11:30 AM
126,1/15/2021,FISV,12:30 PM,107.49,108.0755,107.37,107.375,588057,1/15/2021:12:30 PM
127,1/15/2021,FISV,1:30 PM,107.36,108.29,107.17,108.0,347320,1/15/2021:1:30 PM
128,1/15/2021,FISV,2:30 PM,108.0023,108.38,107.935,108.28,432082,1/15/2021:2:30 PM
129,1/15/2021,FISV,3:30 PM,108.27,109.01,108.27,108.595,556450,1/15/2021:3:30 PM
130,1/15/2021,FISV,4:00 PM,108.59,108.795,108.16,108.2,665496,1/15/2021:4:00 PM
131,1/19/2021,FISV,10:30 AM,109.375,109.44,107.68,107.9,791180,1/19/2021:10:30 AM
132,1/19/2021,FISV,11:30 AM,107.9,108.33,107.26,107.485,365007,1/19/2021:11:30 AM
133,1/19/2021,FISV,12:30 PM,107.46,107.83,107.33,107.58,190725,1/19/2021:12:30 PM
134,1/19/2021,FISV,1:30 PM,107.62,108.015,107.58,107.58,199158,1/19/2021:1:30 PM
135,1/19/2021,FISV,2:30 PM,107.56,108.37,107.52,108.035,256445,1/19/2021:2:30 PM
136,1/19/2021,FISV,3:30 PM,108.04,108.25,107.78,108.17,305582,1/19/2021:3:30 PM
137,1/19/2021,FISV,4:00 PM,108.18,108.226,107.63,107.67,363382,1/19/2021:4:00 PM
138,1/20/2021,FISV,10:30 AM,107.68,109.44,107.6,109.21,745862,1/20/2021:10:30 AM
139,1/20/2021,FISV,11:30 AM,109.2247,109.97,109.14,109.5801,313213,1/20/2021:11:30 AM
140,1/20/2021,FISV,12:30 PM,109.59,109.64,109.05,109.2,252577,1/20/2021:12:30 PM
141,1/20/2021,FISV,1:30 PM,109.23,109.52,109.03,109.2,227952,1/20/2021:1:30 PM
142,1/20/2021,FISV,2:30 PM,109.17,109.7,109.12,109.48,282027,1/20/2021:2:30 PM
143,1/20/2021,FISV,3:30 PM,109.46,109.47,108.7217,108.97,356174,1/20/2021:3:30 PM
144,1/20/2021,FISV,4:00 PM,108.98,109.49,108.9,109.13,523122,1/20/2021:4:00 PM
145,1/21/2021,FISV,10:30 AM,109.36,109.915,108.51,109.69,521825,1/21/2021:10:30 AM
146,1/21/2021,FISV,11:30 AM,109.63,109.89,108.89,108.89,331311,1/21/2021:11:30 AM
147,1/21/2021,FISV,12:30 PM,108.84,109.315,108.46,108.53,342687,1/21/2021:12:30 PM
148,1/21/2021,FISV,1:30 PM,108.5,109.35,108.462,109.22,233915,1/21/2021:1:30 PM
149,1/21/2021,FISV,2:30 PM,109.21,109.315,108.91,109.16,273634,1/21/2021:2:30 PM
150,1/21/2021,FISV,3:30 PM,109.14,109.29,108.955,109.0,444340,1/21/2021:3:30 PM
151,1/21/2021,FISV,4:00 PM,109.01,109.16,108.9,108.95,340233,1/21/2021:4:00 PM
152,1/22/2021,FISV,10:30 AM,107.755,108.65,106.95,107.74,507355,1/22/2021:10:30 AM
153,1/22/2021,FISV,11:30 AM,107.75,107.75,106.85,107.35,225970,1/22/2021:11:30 AM
154,1/22/2021,FISV,12:30 PM,107.31,107.8,107.28,107.6366,241431,1/22/2021:12:30 PM
155,1/22/2021,FISV,1:30 PM,107.635,107.83,107.33,107.81,250362,1/22/2021:1:30 PM
156,1/22/2021,FISV,2:30 PM,107.8,107.84,107.45,107.53,257856,1/22/2021:2:30 PM
157,1/22/2021,FISV,3:30 PM,107.53,107.67,107.4,107.54,270882,1/22/2021:3:30 PM
158,1/22/2021,FISV,4:00 PM,107.55,107.62,107.17,107.28,389658,1/22/2021:4:00 PM
159,1/25/2021,FISV,10:30 AM,106.75,106.75,104.6,104.8325,1230592,1/25/2021:10:30 AM
160,1/25/2021,FISV,11:30 AM,104.83,105.4023,103.78,104.07,950316,1/25/2021:11:30 AM
161,1/25/2021,FISV,12:30 PM,104.09,104.485,103.88,104.4,1212749,1/25/2021:12:30 PM
162,1/25/2021,FISV,1:30 PM,104.4,106.76,104.38,106.09,847411,1/25/2021:1:30 PM
163,1/25/2021,FISV,2:30 PM,106.08,106.33,105.6,105.73,332426,1/25/2021:2:30 PM
164,1/25/2021,FISV,3:30 PM,105.75,106.0,105.42,105.9,606288,1/25/2021:3:30 PM
165,1/25/2021,FISV,4:00 PM,105.91,106.73,105.73,106.71,627535,1/25/2021:4:00 PM
166,1/26/2021,FISV,10:30 AM,107.05,107.99,106.62,107.5,807785,1/26/2021:10:30 AM
167,1/26/2021,FISV,11:30 AM,107.51,107.92,107.065,107.55,375430,1/26/2021:11:30 AM
168,1/26/2021,FISV,12:30 PM,107.53,107.7,107.15,107.37,171826,1/26/2021:12:30 PM
169,1/26/2021,FISV,1:30 PM,107.31,107.41,106.935,107.115,200590,1/26/2021:1:30 PM
170,1/26/2021,FISV,2:30 PM,107.13,107.81,107.13,107.73,249264,1/26/2021:2:30 PM
171,1/26/2021,FISV,3:30 PM,107.735,107.96,107.5,107.57,1114360,1/26/2021:3:30 PM
172,1/26/2021,FISV,4:00 PM,107.5691,107.5691,105.94,106.21,1248412,1/26/2021:4:00 PM
173,1/27/2021,FISV,10:30 AM,104.06,104.32,100.36,104.065,2522953,1/27/2021:10:30 AM
174,1/27/2021,FISV,11:30 AM,104.065,104.77,102.685,102.72,1027094,1/27/2021:11:30 AM
175,1/27/2021,FISV,12:30 PM,102.75,104.75,102.28,104.27,759444,1/27/2021:12:30 PM
176,1/27/2021,FISV,1:30 PM,104.23,104.79,103.32,103.88,559463,1/27/2021:1:30 PM
177,1/27/2021,FISV,2:30 PM,103.875,104.07,103.04,103.33,419573,1/27/2021:2:30 PM
178,1/27/2021,FISV,3:30 PM,103.325,103.55,102.75,103.0,795590,1/27/2021:3:30 PM
